name,awardComb,honoursYear,wikipediaYear,WPDate,honoursDate,wikipediaPage,firstAwardDate,newAwardDate,newAwardYear,newTimeDiff,newYearDiff,prePostWikiPedia,gender,state,wikipediaPageID,AwardName,fullName,AnnouncementEvent,division,citation,wikiDataDescription,wikipediaURL,division2,numberOfHonours
Ros Kelly,AO,2004,2005,2005-07-04,2004-01-26,Yes,2004-01-26,2004-01-26,2004,525,1,Post,F,NSW,2166106,Officer of the Order of Australia,The Honourable Roslyn Joan KELLY,Australia Day 2004 Honours List,NA,"For service to the community through promoting corporate environmental responsibility and fostering dialogue between business and conservation groups, to the Australian Parliament, and to womens health.",Australian politician,https://en.wikipedia.org/wiki/Ros_Kelly,NA,1
Ros Pesman,AM,2012,2014,2014-10-31,2012-01-26,Yes,2012-01-26,2012-01-26,2012,1009,2,Post,F,NSW,44260456,Member of the Order of Australia,Emeritus Professor Roslyn Louise PESMAN,Australia Day 2012 Honours List,G,"For service to tertiary education through academic and administrative roles, particularly the study of the history of Italian migrants in Australia, and to the community.",Australian historian,https://en.wikipedia.org/wiki/Ros_Pesman,NA,1
Rosalie Gascoigne,AM,1994,2005,2005-06-15,1994-06-10,Yes,1994-06-10,2001-01-15,2001,1612,4,Pre,F,ACT,2050236,Member of the Order of Australia,Ms Rosalie GASCOIGNE,The Queen's Birthday 1994 Honours List,G,"In recognition of service to the arts, particularly as a sculptor",Australian sculptor (1917-1999),https://en.wikipedia.org/wiki/Rosalie_Gascoigne,NA,1
Rosalind Croucher,AM,2015,2017,2017-06-20,2015-01-26,Yes,2015-01-26,2015-01-26,2015,876,2,Post,F,NSW,54346671,Member of the Order of Australia,Professor Rosalind Frances CROUCHER,Australia Day 2015 Honours List,G,"For significant service to the law as an academic, to legal reform and education, to professional development, and to the arts.",Australian lawyer and academic,https://en.wikipedia.org/wiki/Rosalind_Croucher,NA,1
Rosco McGlashan,OAM,1997,2006,2006-09-04,1997-06-09,Yes,1997-06-09,2001-01-15,2001,2058,5,Pre,M,WA,6834873,Medal of the Order of Australia,Mr Ross McGLASHAN,The Queen's Birthday 1997 Honours List,G,FOR SERVICE TO MOTOR SPORT AS AUSTRALIAN LAND SPEED RECORD HOLDER. OAM S191 1997,Australian racing driver,https://en.wikipedia.org/wiki/Rosco_McGlashan,NA,1
Rose Amal,AC,2018,2016,2016-07-05,2018-06-11,Yes,2018-06-11,2018-06-11,2018,-706,-2,Post,F,NSW,51002773,Companion of the Order of Australia,Professor Rose AMAL,The Queen's Birthday 2018 Honours List,G,"For eminent service to chemical engineering, particularly in the field of particle technology, through seminal contributions to photocatalysis, to education as a researcher and academic, and to women in science as a role model and mentor.",Indonesian-Australian chemical engineer,https://en.wikipedia.org/wiki/Rose_Amal,NA,1
Roselee Jencke,OAM,1992,2020,2020-10-07,1992-06-08,Yes,1992-06-08,2001-01-15,2001,7205,19,Pre,F,VIC,65523695,Medal of the Order of Australia,Miss Roselee Joy Gwendoline JENCKE,The Queen's Birthday 1992 Honours List,G,"For service to sport, particularly as a member of the 1991 Australian world champion netball squad.",Australian netball player and coach,https://en.wikipedia.org/wiki/Roselee_Jencke,NA,1
Rosemary Adey,OAM,1987,2013,2013-10-05,1987-01-26,Yes,1987-01-26,2001-01-15,2001,4646,12,Pre,F,SA,40709580,Medal of the Order of Australia,Miss Rosemary Kathleen ADEY,Australia Day 1987 Honours List,G,In recognition of service to softball,South Australia softball player and sports administrator,https://en.wikipedia.org/wiki/Rosemary_Adey,NA,1
Rosemary Balmford,AM,2012,2018,2018-05-13,2012-01-26,Yes,2012-01-26,2012-01-26,2012,2299,6,Post,F,VIC,57406174,Member of the Order of Australia,The Honourable Rosemary Anne BALMFORD,Australia Day 2012 Honours List,G,"For service to the judiciary, the practice of law in Victoria, and to the study of ornithology.",Australian judge,https://en.wikipedia.org/wiki/Rosemary_Balmford,NA,1
Rosemary Crossley,AM,1986,2006,2006-04-23,1986-06-09,Yes,1986-06-09,2001-01-15,2001,1924,5,Pre,F,VIC,23140752,Member of the Order of Australia,Ms Rosemary CROSSLEY,The Queen's Birthday 1986 Honours List,G,In recognition of service to those with severe communication disabilities,Australian promoter of facilitated communication,https://en.wikipedia.org/wiki/Rosemary_Crossley,NA,1
Rosemary Crowley,AO,2015,2005,2005-09-24,2015-01-26,Yes,2015-01-26,2015-01-26,2015,-3411,-10,Post,F,SA,2742799,Officer of the Order of Australia,The Honourable Dr Rosemary Anne CROWLEY,Australia Day 2015 Honours List,G,"For distinguished service to the Parliament of Australia as a Minister in the Commonwealth Government and Senator representing the people of South Australia, and as an advocate for promoting the status of women.",Australian politician,https://en.wikipedia.org/wiki/Rosemary_Crowley,NA,1
Rosemary Dobson,AO,1987,2006,2006-09-10,1987-01-26,Yes,1987-01-26,2001-01-15,2001,2064,5,Pre,F,ACT,6930674,Officer of the Order of Australia,Ms Rosemary de Brissac DOBSON,Australia Day 1987 Honours List,G,"In recognition of service to literature, particularly in the field of poetry",Australian poet,https://en.wikipedia.org/wiki/Rosemary_Dobson,NA,1
Rosemary Edna Sinclair,AO,2002,2016,2016-03-28,2002-01-26,Yes,2002-01-26,2002-01-26,2002,5175,14,Post,F,NSW,49971730,Officer of the Order of Australia,Mrs Rosemary Edna SINCLAIR,Australia Day 2002 Honours List,G,"For service as a leading advocate for the welfare of abused and neglected children, particularly through raising public awareness, developing preventative strategies, education programmes and support services for the parents of 'at risk' children, and through fundraising endeavours to maintain and expand services.",Australian environmentalist,https://en.wikipedia.org/wiki/Rosemary_Edna_Sinclair,NA,1
Rosemary Follett,AO,2006,2004,2004-07-12,2006-06-12,Yes,2006-06-12,2006-06-12,2006,-700,-2,Post,F,ACT,810615,Officer of the Order of Australia,Ms Rosemary FOLLETT,The Queen's Birthday 2006 Honours List,G,"For service to the Australian Capital Territory Legislative Assembly, particularly through influencing the development of self-government and as inaugural Chief Minister, and to community development, human rights and the advancement of women.",Australian politician,https://en.wikipedia.org/wiki/Rosemary_Follett,NA,1
Rosemary Foot (politician),AO,1999,2008,2008-06-15,1999-01-26,Yes,1999-01-26,2001-01-15,2001,2708,7,Pre,F,NSW,17953381,Officer of the Order of Australia,Mrs Rosemary Irene FOOT,Australia Day 1999 Honours List,G,"FOR SERVICE TO THE COMMUNITY, PARTICULARLY IN THE AREAS OF HEALTH, THE VISUAL ARTS, WOMEN'S INTERESTS AND POLITICS. AO S16 1999",Australian politician,https://en.wikipedia.org/wiki/Rosemary_Foot_(politician),NA,1
Rosemary Goldie,AO,1990,2010,2010-03-09,1990-01-26,Yes,1990-01-26,2001-01-15,2001,3340,9,Pre,F,Other,26490750,Officer of the Order of Australia,Ms Rosemary GOLDIE,Australia Day 1990 Honours List,G,For service to religion and to international relations.,Australian Roman Catholic theologian; undersecretary of the Pontifical Council for the Laity; Vatican II female auditor,https://en.wikipedia.org/wiki/Rosemary_Goldie,NA,1
Rosemary Owens,AO,2014,2008,2008-10-30,2014-01-26,Yes,2014-01-26,2014-01-26,2014,-1914,-6,Post,F,SA,20642273,Officer of the Order of Australia,Professor Rosemary Joan OWENS,Australia Day 2014 Honours List,G,"For distinguished service to the law, particularly to legal education as an academic and administrator, to national and international employment and labour organisations, and to women.",Australian legal scholar,https://en.wikipedia.org/wiki/Rosemary_Owens,NA,1
Rosemary Stanton,OAM,1998,2016,2016-03-11,1998-01-26,Yes,1998-01-26,2001-01-15,2001,5534,15,Pre,F,NSW,49737764,Medal of the Order of Australia,Mrs Rosemary Allison STANTON,Australia Day 1998 Honours List,G,"FOR SERVICE TO COMMUNITY HEALTH, PARTICULARLY THROUGH EDUCATION IN THE FIELD OF NUTRITION AND DIETETICS. OAM S14 1998",Australian nutritionist and dietician,https://en.wikipedia.org/wiki/Rosemary_Stanton,NA,1
Rosemary Wighton,AO,1988,2020,2020-06-09,1988-06-13,Yes,1988-06-13,2001-01-15,2001,7085,19,Pre,F,SA,64218506,Officer of the Order of Australia,Mrs Rosemary Neville WIGHTON,The Queen's Birthday 1988 Honours List,G,"AO QB 1988. FOR PUBLIC SERVICE, TO LITERATURE AND TO THE COMMUNITY","Australian author, editor and public servant",https://en.wikipedia.org/wiki/Rosemary_Wighton,NA,1
Rosie Batty,AO,2019,2015,2015-01-25,2019-06-10,Yes,2019-06-10,2019-06-10,2019,-1597,-4,Post,F,VIC,45202855,Officer of the Order of Australia,Ms Rosemary Anne BATTY,Queen's Birthday 2019 Honours List,G,For distinguished service to the community as a campaigner and advocate for the prevention of family violence.,Australian domestic violence campaigner and the 2015 Australian of the Year,https://en.wikipedia.org/wiki/Rosie_Batty,NA,1
Rosie Scott,AM,2016,2006,2006-08-16,2016-01-26,Yes,2016-01-26,2016-01-26,2016,-3450,-10,Post,F,NSW,6492531,Member of the Order of Australia,Dr Rosie SCOTT,Australia Day 2016 Honours List,G,"For significant service to literature as an author, and to human rights and inter-cultural understanding.",New Zealand writer,https://en.wikipedia.org/wiki/Rosie_Scott,NA,1
Roslyn Atkinson,AO,2015,2011,2011-01-05,2015-01-26,Yes,2015-01-26,2015-01-26,2015,-1482,-4,Post,F,QLD,30317537,Officer of the Order of Australia,The Honourable Justice Roslyn Gay ATKINSON,Australia Day 2015 Honours List,G,"For distinguished service to the judiciary and to law reform in Queensland, through contributions to the legal profession and to promoting awareness of issues of injustice and inequality in Australia and internationally.",Australian judge,https://en.wikipedia.org/wiki/Roslyn_Atkinson,NA,1
Roslyn Oxley,OAM,2013,2012,2012-08-28,2013-01-26,Yes,2013-01-26,2013-01-26,2013,-151,-1,Post,F,NSW,36850301,Medal of the Order of Australia,Mrs Roslyn Mary OXLEY,Australia Day 2013 Honours List,G,"For service to the visual arts, and to the community.",NA,https://en.wikipedia.org/wiki/Roslyn_Oxley,NA,1
Roslyn Packer,AO,2007,2014,2014-11-20,2007-01-26,Yes,2007-01-26,2007-01-26,2007,2855,7,Post,F,NSW,44451961,Officer of the Order of Australia,Mrs Roslyn Redman PACKER,Australia Day 2007 Honours List,G,"For service to the community as a major supporter of and fundraiser for a broad range of arts, cultural, medical research and health care organisations.",Australian philanthropist,https://en.wikipedia.org/wiki/Roslyn_Packer,NA,1
Ross Adler,AC,2007,2010,2010-11-07,2007-06-11,Yes,1999-01-26,2001-01-15,2001,3583,9,Pre,M,SA,29508730,Companion of the Order of Australia,Mr Norman Ross ADLER,The Queen's Birthday 2007 Honours List,G,"For service to business and commerce, particularly through the promotion of international trade and as a contributor to company and commercialisation development in Australia, to the community through administrative roles with educational institutions, and as a supporter of the arts.",Australian businessman,https://en.wikipedia.org/wiki/Ross_Adler,NA,2
Ross Clifford,AM,2010,2006,2006-01-15,2010-06-14,Yes,2010-06-14,2010-06-14,2010,-1611,-4,Post,M,NSW,3728117,Member of the Order of Australia,The Reverend Dr Ross Richard CLIFFORD,The Queen's Birthday 2010 Honours List,G,"For service to the Baptist Union of Australia, to religious education, and to the promotion of interfaith dialogue and christian media.",Australian theologian,https://en.wikipedia.org/wiki/Ross_Clifford,NA,1
Ross Dunning,AC,2002,2017,2017-01-19,2002-01-26,Yes,2002-01-26,2002-01-26,2002,5472,15,Post,M,QLD,52920927,Companion of the Order of Australia,Mr Ross William DUNNING,Australia Day 2002 Honours List,G,"For service to the development of transport systems, particularly the development of modern and efficient rail services, to the export economy, to the construction industry, and to the community through support for cultural activities and charitable organisations.",Australian railway executive,https://en.wikipedia.org/wiki/Ross_Dunning,NA,1
Ross Edwards (composer),AM,1997,2006,2006-05-01,1997-06-09,Yes,1997-06-09,2001-01-15,2001,1932,5,Pre,M,NSW,4963057,Member of the Order of Australia,Dr Ross Archibald EDWARDS,The Queen's Birthday 1997 Honours List,G,FOR SERVICE TO MUSIC AS A COMPOSER. AM S191 1997,Australian composer,https://en.wikipedia.org/wiki/Ross_Edwards_(composer),NA,1
Ross Garnaut,AC,2017,2007,2007-12-10,2017-06-12,Yes,1993-06-13,2001-01-15,2001,2520,6,Pre,M,VIC,14641289,Companion of the Order of Australia,Professor Ross Gregory GARNAUT AO,The Queen's Birthday 2017 Honours List,G,"For eminent service to the community as a leading international economist in the area of energy efficiency and climate change policy, to the development of Australia-Asia Pacific relations, and through contributions to social and political discourse.",Australian economist,https://en.wikipedia.org/wiki/Ross_Garnaut,NA,2
Ross McLean (politician),AM,2004,2007,2007-11-16,2004-06-14,Yes,2004-06-14,2004-06-14,2004,1250,3,Post,M,WA,14273915,Member of the Order of Australia,Mr Ross Malcolm McLEAN,The Queen's Birthday 2004 Honours List,NA,"For service to the community as a contributor to policy development and implementation of services in the disability, childrens and aged care sectors, to business, particularly the development of trading opportunities, and to sport as an administrator.",Australian  politician,https://en.wikipedia.org/wiki/Ross_McLean_(politician),NA,1
Ross Stanford,OAM,1991,2013,2013-09-27,1991-01-26,Yes,1991-01-26,2001-01-15,2001,4638,12,Pre,M,SA,40645193,Medal of the Order of Australia,"Mr Ross Milton STANFORD, DFC",Australia Day 1991 Honours List,G,"DFC 23/5/44 RAAF. OAM/AUST DAY 1991 (GENERAL DIVISION). FOR SERVICE TO THE COMMUNITY, PARTICULARLY THROUGH THE RYDER-CHESHIRE FOUNDATION",South Australian first-class cricketer and RAAF officer (1917-2006),https://en.wikipedia.org/wiki/Ross_Stanford,NA,1
Ross Steele,AM,2006,2008,2008-08-02,2006-01-26,Yes,2006-01-26,2006-01-26,2006,919,2,Post,M,NSW,18686329,Member of the Order of Australia,Associate Professor Ross Henry STEELE,Australia Day 2006 Honours List,G,"For service to tertiary education, particularly the promotion of French language and culture in Australia, and to the community through support for a range of arts organisations.",Australian writer,https://en.wikipedia.org/wiki/Ross_Steele,NA,1
Rowan Tink,AM,1996,2004,2004-11-09,1996-01-26,Yes,1996-01-26,2001-01-15,2001,1394,3,Pre,M,Other,1150350,Member of the Order of Australia,Lieutenant Colonel Rowan John TINK,Australia Day 1996 Honours List,M,AM. (MIL DIV). FOR EXCEPTIONAL SERVICE TO THE ARMY IN THE FILED OF REGIONAL FORCE SURVEILLANCE. AD 1996 C/- AUSTRALIAN EMBASSY PO BOX 214 SUVA FIJI,Australian recipient of the Bronze Star,https://en.wikipedia.org/wiki/Rowan_Tink,NA,1
Rowley Richards,OAM,1993,2015,2015-03-30,1993-06-13,Yes,1993-06-13,2001-01-15,2001,5187,14,Pre,M,NSW,46266235,Medal of the Order of Australia,"Dr Charles Rowland Bromley RICHARDS, MBE, ED",The Queen's Birthday 1993 Honours List,G,OAM/FOR SERVICE TO SPORTS MEDICINE AND TO THE SUN-HERALD CITY TO SURF FUN RUN. QUEENS B'DAY 1993 GD MBE QB 1969,Australian military personnel,https://en.wikipedia.org/wiki/Rowley_Richards,NA,1
Roy Baldwin (footballer),OAM,1982,2015,2015-10-17,1982-06-14,Yes,1982-06-14,2001-01-15,2001,5388,14,Pre,M,VIC,48255011,Medal of the Order of Australia,Mr Royston William BALDWIN,The Queen's Birthday 1982 Honours List,G,In recognition of service to sport in the fields of cricket and Australian Rulles football,Australian rules footballer,https://en.wikipedia.org/wiki/Roy_Baldwin_(footballer),NA,1
Roy Billing,OAM,2015,2008,2008-04-04,2015-01-26,Yes,2015-01-26,2015-01-26,2015,-2488,-7,Post,M,NSW,16756995,Medal of the Order of Australia,Mr Roy Harwood BILLING,Australia Day 2015 Honours List,G,"For service to the performing arts, particularly as an actor, and to the community.",New Zealand actor,https://en.wikipedia.org/wiki/Roy_Billing,NA,1
Roy Emerson,AC,2019,2004,2004-02-22,2019-01-26,Yes,2019-01-26,2019-01-26,2019,-5452,-15,Post,M,Other,481805,Companion of the Order of Australia,Mr Roy Stanley EMERSON,Australia Day 2019 Honours List,G,"For eminent service to tennis as a player at the national and international level, to the promotion of the sport, and as an inspiration to young sportspersons.",Australian tennis player,https://en.wikipedia.org/wiki/Roy_Emerson,NA,1
Roy Fernandez,AO,1987,2016,2016-02-08,1987-06-08,Yes,1987-06-08,2001-01-15,2001,5502,15,Pre,M,NSW,49361117,Officer of the Order of Australia,His Excellency Mr Roy Robert FERNANDEZ,The Queen's Birthday 1987 Honours List,G,In recognition of service as a diplomat,Australian public servant and diplomat,https://en.wikipedia.org/wiki/Roy_Fernandez,NA,1
Roy MacLeod,OAM,2020,2017,2017-01-15,2020-06-07,Yes,2020-06-07,2020-06-07,2020,-1239,-3,Post,M,NSW,52878566,Medal of the Order of Australia,Emeritus Professor Roy Malcolm MacLEOD,The Queen's Birthday 2020 Honours List,G,"For service to education, particularly to history.",British historian,https://en.wikipedia.org/wiki/Roy_MacLeod,NA,1
Roy Masters (rugby league),AM,2012,2006,2006-08-01,2012-01-26,Yes,2012-01-26,2012-01-26,2012,-2004,-6,Post,M,VIC,6212262,Member of the Order of Australia,Mr Roydon John MASTERS,Australia Day 2012 Honours List,G,"For service to sport through executive roles with the Australian Sports Commission, to the sport of Rugby League football, and to journalism.",Australian rugby league coach,https://en.wikipedia.org/wiki/Roy_Masters_(rugby_league),NA,1
Roy Turner (Australian politician),AM,1986,2010,2010-07-03,1986-01-26,Yes,1986-01-26,2001-01-15,2001,3456,9,Pre,M,NSW,27925505,Member of the Order of Australia,Mr Roy Frederick TURNER,Australia Day 1986 Honours List,G,AM NSW NY86. FOR SERVICE TO THE COMMUNITY,Australian politician,https://en.wikipedia.org/wiki/Roy_Turner_(Australian_politician),NA,1
